nom_pkmn,nom_pkmn_us,num_pokedex,url_image,url_cri,type_1,type_2,taille_m,poids_kg,talent_1,talent_2,talent_cache,sexe,taux_de_capture,cycle_eclosion,groupe_oeuf_1,groupe_oeuf_2,points_effort,points_exp,exp_niv100,pv,attaque,attaque_speciale,defense,defense_speciale,vitesse
Courrousinge,Annihilape,0979,/images/thumb/9/90/Courrousinge-EV.png/250px-Courrousinge-EV.png,/images/d/d3/Cri_0979_HOME.ogg,Combat,Spectre,"1,2","56,0",Esprit Vital,Attention,Acharné,50 % femelle; 50 % mâle,45,20,Terrestre,,+3 Attaque,268 exp.,1 000 000 exp.,110,115,80,80,90,90
Nigirigon,Tatsugiri,0978,/images/thumb/f/fc/Nigirigon_%28Forme_Raide%29-EV.png/250px-Nigirigon_%28Forme_Raide%29-EV.png,/images/f/f5/Cri_0978_Courb%C3%A9e_HOME.ogg,Dragon,Eau,"0,3","8,0",Commandant,,Lavabo,50 % femelle; 50 % mâle,100,35,Aquatique 2,,+2 Att. Spé.,166 exp.,1 059 860 exp.,68,50,60,60,95,82
Oyacata,Dondozo,0977,/images/thumb/0/0a/Oyacata-EV.png/250px-Oyacata-EV.png,/images/9/99/Cri_0977_HOME.ogg,Eau,,"12,0","220,0",Inconscient,Benêt,Ignifu-Voile,50 % femelle; 50 % mâle,25,40,Aquatique 2,,+3 PV,265 exp.,1 250 000 exp.,150,100,115,115,65,35
Délestin,Veluza,0976,/images/thumb/b/be/D%C3%A9lestin-EV.png/250px-D%C3%A9lestin-EV.png,/images/5/52/Cri_0976_HOME.ogg,Eau,Psy,"2,5","90,0",Brise Moule,,Incisif,50 % femelle; 50 % mâle,100,20,Aquatique 2,,+2 Attaque,167 exp.,800 000 exp.,90,102,73,73,65,70
Balbalèze,Cetitan,0975,/images/thumb/5/52/Balbal%C3%A8ze-EV.png/250px-Balbal%C3%A8ze-EV.png,/images/5/52/Cri_0975_HOME.ogg,Glace,,"4,5","700,0",Isograisse,Chasse-Neige,Sans Limite,50 % femelle; 50 % mâle,50,25,Terrestre,,+2 PV,182 exp.,1 059 860 exp.,170,113,65,65,55,73
Piétacé,Cetoddle,0974,/images/thumb/7/7d/Pi%C3%A9tac%C3%A9-EV.png/250px-Pi%C3%A9tac%C3%A9-EV.png,/images/a/aa/Cri_0974_HOME.ogg,Glace,,"1,2","45,0",Isograisse,Rideau Neige,Sans Limite,50 % femelle; 50 % mâle,150,25,Terrestre,,+1 PV,67 exp.,1 059 860 exp.,108,68,45,45,40,43
Flamenroule,Flamigo,0973,/images/1/19/Flamenroule-EV.png,/images/8/8e/Cri_0973_HOME.ogg,Vol,Combat,"1,6","37,0",Querelleur,Pieds Confus,Collab,50 % femelle; 50 % mâle,100,20,Aérien,,+2 Attaque,175 exp.,1 059 860 exp.,82,115,74,74,64,90
Tomberro,Houndstone,0972,/images/thumb/0/09/Tomberro-EV.png/250px-Tomberro-EV.png,/images/a/a8/Cri_0972_HOME.ogg,Spectre,,"2,0","15,0",Baigne Sable,,Boule de Poils,50 % femelle; 50 % mâle,60,20,Terrestre,,+2 Attaque,171 exp.,1 059 860 exp.,72,101,100,100,97,68
Toutombe,Greavard,0971,/images/thumb/d/da/Toutombe-EV.png/250px-Toutombe-EV.png,/images/3/3c/Cri_0971_HOME.ogg,Spectre,,"0,6","35,0",Ramassage,,Boule de Poils,50 % femelle; 50 % mâle,120,20,Terrestre,,+1 Attaque,58 exp.,1 059 860 exp.,50,61,60,60,55,34
Floréclat,Glimmora,0970,/images/thumb/a/a1/Flor%C3%A9clat-EV.png/250px-Flor%C3%A9clat-EV.png,/images/5/5a/Cri_0970_HOME.ogg,Roche,Poison,"1,5","45,0",Dépôt Toxique,,Corrosion,50 % femelle; 50 % mâle,25,30,Minéral,,+2 Att. Spé.,184 exp.,1 059 860 exp.,83,55,90,90,81,86
Germéclat,Glimmet,0969,/images/6/61/Germ%C3%A9clat-EV.png,/images/a/a8/Cri_0969_HOME.ogg,Roche,Poison,"0,7","8,0",Dépôt Toxique,,Corrosion,50 % femelle; 50 % mâle,70,30,Minéral,,+1 Att. Spé.,70 exp.,1 059 860 exp.,48,35,42,42,60,60
Ferdeter,Orthworm,0968,/images/thumb/8/8e/Ferdeter-EV.png/250px-Ferdeter-EV.png,/images/3/33/Cri_0968_HOME.ogg,Acier,,"2,5","310,0",Absorbe-Terre,,Voile Sable,50 % femelle; 50 % mâle,25,35,Terrestre,,+2 Défense,240 exp.,1 250 000 exp.,70,85,145,145,55,65
Motorizard,Cyclizar,0967,/images/thumb/6/6e/Motorizard-EV.png/250px-Motorizard-EV.png,/images/c/cb/Cri_0967_HOME.ogg,Dragon,Normal,"1,6","63,0",Mue,,Régé-Force,50 % femelle; 50 % mâle,190,30,Terrestre,,+2 Vitesse,175 exp.,1 059 860 exp.,70,95,65,65,65,121
Vrombotor,Revavroom,0966,/images/thumb/e/e3/Vrombotor-EV.png/250px-Vrombotor-EV.png,/images/d/d7/Cri_0966_HOME.ogg,Acier,Poison,"1,8","120,0",Envelocape,Filtre,talent caché,50 % femelle; 50 % mâle,75,20,Minéral,,+2 Attaque,175 exp.,1 000 000 exp.,80,119,90,90,67,90
Vrombi,Varoom,0965,/images/thumb/1/1d/Vrombi-EV.png/250px-Vrombi-EV.png,/images/4/4b/Cri_0965_HOME.ogg,Acier,Poison,"1,0","35,0",Envelocape,,Début Calme,50 % femelle; 50 % mâle,190,20,Minéral,,+1 Attaque,60 exp.,1 000 000 exp.,45,70,63,63,45,47
Dofin,Finizen,0963,/images/thumb/5/5c/Dofin-EV.png/250px-Dofin-EV.png,/images/f/f0/Cri_0963_HOME.ogg,Eau,,"1,3","60,2",Ignifu-Voile,,,50 % femelle; 50 % mâle,200,40,Terrestre,Aquatique 2,+1 Vitesse,63 exp.,1 250 000 exp.,70,45,40,40,40,75
Lestombaile,Bombirdier,0962,/images/thumb/3/35/Lestombaile-EV.png/250px-Lestombaile-EV.png,/images/4/4f/Cri_0962_HOME.ogg,Vol,Ténèbres,"1,5","42,9",Cœur de Coq,Regard Vif,Porte-Roche,50 % femelle; 50 % mâle,25,35,Aérien,,+2 Attaque,243 exp.,1 250 000 exp.,70,103,85,85,85,82
Triopikeau,Wugtrio,0961,/images/thumb/3/33/Triopikeau-EV.png/250px-Triopikeau-EV.png,/images/f/f3/Cri_0961_HOME.ogg,Eau,,"1,2","5,4",Poisseux,Phobique,Voile Sable,50 % femelle; 50 % mâle,50,20,Aquatique 3,,+2 Vitesse,149 exp.,1 000 000 exp.,35,100,50,50,70,120
Taupikeau,Wiglett,0960,/images/thumb/e/e3/Taupikeau-EV.png/250px-Taupikeau-EV.png,/images/4/44/Cri_0960_HOME.ogg,Eau,,"1,2","1,8",Poisseux,Phobique,Voile Sable,50 % femelle; 50 % mâle,255,20,Aquatique 3,,+1 Vitesse,49 exp.,1 000 000 exp.,10,55,25,25,25,95
Forgelina,Tinkaton,0959,/images/thumb/2/2b/Forgelina-EV.png/250px-Forgelina-EV.png,/images/7/70/Cri_0959_HOME.ogg,Fée,Acier,"0,7","112,8",Brise Moule,Tempo Perso,Pickpocket,100 % femelle; 0 % mâle,45,20,Féerique,,+3 Déf. Spé.,253 exp.,1 059 860 exp.,85,75,77,77,105,94
Forgella,Tinkatuff,0958,/images/thumb/c/c6/Forgella-EV.png/250px-Forgella-EV.png,/images/9/94/Cri_0958_HOME.ogg,Fée,Acier,"0,7","59,1",Brise Moule,Tempo Perso,Pickpocket,100 % femelle; 0 % mâle,90,20,Féerique,,+2 Déf. Spé.,133 exp.,1 059 860 exp.,65,55,55,55,82,78
Forgerette,Tinkatink,0957,/images/thumb/5/56/Forgerette-EV.png/250px-Forgerette-EV.png,/images/4/48/Cri_0957_HOME.ogg,Fée,Acier,"0,4","8,9",Brise Moule,Tempo Perso,Pickpocket,100 % femelle; 0 % mâle,190,20,Féerique,,+1 Déf. Spé.,59 exp.,1 059 860 exp.,50,45,45,45,64,58
Cléopsytra,Espathra,0956,/images/thumb/e/ec/Cl%C3%A9opsytra-EV.png/250px-Cl%C3%A9opsytra-EV.png,/images/9/92/Cri_0956_HOME.ogg,Psy,,"1,9","90,0",Opportuniste,Fouille,Turbo,50 % femelle; 50 % mâle,60,20,Aérien,,+2 Vitesse,168 exp.,1 059 860 exp.,95,60,60,60,60,105
Flotillon,Flittle,0955,/images/thumb/a/a8/Flotillon-EV.png/250px-Flotillon-EV.png,/images/3/39/Cri_0955_HOME.ogg,Psy,,"0,2","1,5",Fouille,Anticipation,Turbo,50 % femelle; 50 % mâle,120,20,Aérien,,+1 Vitesse,51 exp.,1 059 860 exp.,30,35,30,30,30,75
Bérasca,Rabsca,0954,/images/thumb/9/92/B%C3%A9rasca-EV.png/250px-B%C3%A9rasca-EV.png,/images/5/5b/Cri_0954_HOME.ogg,Insecte,Psy,"0,3","3,5",Synchro,,Télépathe,50 % femelle; 50 % mâle,45,20,Insectoïde,,+2 Att. Spé.,165 exp.,800 000 exp.,75,50,85,85,100,45
Léboulérou,Rellor,0953,/images/thumb/3/39/L%C3%A9boul%C3%A9rou-EV.png/250px-L%C3%A9boul%C3%A9rou-EV.png,/images/e/e1/Cri_0953_HOME.ogg,Insecte,,"0,2","1,0",Œil Composé,,Mue,50 % femelle; 50 % mâle,190,20,Insectoïde,,+1 Défense,54 exp.,800 000 exp.,41,50,60,60,58,30
Scovilain,Scovillain,0952,/images/thumb/9/93/Scovilain-EV.png/250px-Scovilain-EV.png,/images/a/ad/Cri_0952_HOME.ogg,Plante,Feu,"0,9","15,0",Chlorophylle,Insomnia,Lunatique,50 % femelle; 50 % mâle,75,20,Végétal,,+2 Attaque,170 exp.,1 000 000 exp.,65,108,65,65,65,75
Pimito,Capsakid,0951,/images/thumb/6/61/Pimito-EV.png/250px-Pimito-EV.png,/images/b/bf/Cri_0951_HOME.ogg,Plante,,"0,3","3,0",Chlorophylle,Insomnia,Maladresse,50 % femelle; 50 % mâle,190,20,Végétal,,+1 Attaque,61 exp.,1 000 000 exp.,52,62,40,40,40,50
Craparoi,Klawf,0950,/images/thumb/5/59/Craparoi-EV.png/250px-Craparoi-EV.png,/images/8/86/Cri_0950_HOME.ogg,Roche,,"1,3","79,0",Courroupace,Coque Armure,Régé-Force,50 % femelle; 50 % mâle,120,35,Aquatique 3,,+2 Défense,158 exp.,1 000 000 exp.,70,100,115,115,55,75
Terracruel,Toedscruel,0949,/images/thumb/b/ba/Terracruel-EV.png/250px-Terracruel-EV.png,/images/e/ed/Cri_0949_HOME.ogg,Sol,Plante,"1,9","58,0",Force Fongique,,,50 % femelle; 50 % mâle,90,20,Végétal,,+2 Déf. Spé.,180 exp.,1 059 860 exp.,80,70,65,65,120,100
Terracool,Toedscool,0948,/images/thumb/8/81/Terracool-EV.png/250px-Terracool-EV.png,/images/3/30/Cri_0948_HOME.ogg,Sol,Plante,"0,9","33,0",Force Fongique,,,50 % femelle; 50 % mâle,190,20,Végétal,,+1 Déf. Spé.,67 exp.,1 059 860 exp.,40,40,35,35,100,70
Virevorreur,Brambleghast,0947,/images/thumb/3/34/Virevorreur-EV.png/250px-Virevorreur-EV.png,/images/f/f5/Cri_0947_HOME.ogg,Plante,Spectre,"1,2","6,0",Aéroporté,,Infiltration,50 % femelle; 50 % mâle,45,20,Végétal,,+2 Attaque,168 exp.,1 000 000 exp.,55,115,70,70,70,90
Virovent,Bramblin,0946,/images/thumb/2/21/Virovent-EV.png/250px-Virovent-EV.png,/images/9/94/Cri_0946_HOME.ogg,Plante,Spectre,"0,6","0,6",Aéroporté,,Infiltration,50 % femelle; 50 % mâle,190,20,Végétal,,+1 Attaque,55 exp.,1 000 000 exp.,40,65,30,30,35,60
Tag-Tag,Grafaiai,0945,/images/thumb/f/ff/Tag-Tag-EV.png/250px-Tag-Tag-EV.png,/images/9/93/Cri_0945_HOME.ogg,Poison,Normal,"0,7","27,2",Délestage,Toxitouche,Farceur,50 % femelle; 50 % mâle,90,20,Terrestre,,+2 Vitesse,170 exp.,1 059 860 exp.,63,95,65,65,72,110
Gribouraigne,Shroodle,0944,/images/thumb/c/cc/Gribouraigne-EV.png/250px-Gribouraigne-EV.png,/images/9/90/Cri_0944_HOME.ogg,Poison,Normal,"0,2","0,7",Délestage,Pickpocket,Farceur,50 % femelle; 50 % mâle,190,20,Terrestre,,+1 Vitesse,58 exp.,1 059 860 exp.,40,65,35,35,35,75
Dogrino,Mabosstiff,0943,/images/thumb/1/11/Dogrino-EV.png/250px-Dogrino-EV.png,/images/5/5e/Cri_0943_HOME.ogg,Ténèbres,,"1,1","61,0",Chien de Garde,Intimidation,Filature,50 % femelle; 50 % mâle,75,20,Terrestre,,+2 Attaque,177 exp.,1 059 860 exp.,80,120,90,90,70,85
Grondogue,Maschiff,0942,/images/thumb/d/d8/Grondogue-EV.png/250px-Grondogue-EV.png,/images/6/6b/Cri_0942_HOME.ogg,Ténèbres,,"0,5","16,0",Fuite,Intimidation,Filature,50 % femelle; 50 % mâle,150,20,Terrestre,,+1 Attaque,68 exp.,1 059 860 exp.,60,78,60,60,51,51
Fulgulairo,Kilowattrel,0941,/images/thumb/e/eb/Fulgulairo-EV.png/250px-Fulgulairo-EV.png,/images/a/a7/Cri_0941_HOME.ogg,Électrik,Vol,"1,4","38,6",Turbine Éolienne,Absorbe-Volt,Battant,50 % femelle; 50 % mâle,90,20,Aquatique 1,Aérien,+2 Vitesse,172 exp.,1 059 860 exp.,70,70,60,60,60,125
Zapétrel,Wattrel,0940,/images/thumb/e/ec/Zap%C3%A9trel-EV.png/250px-Zap%C3%A9trel-EV.png,/images/e/e6/Cri_0940_HOME.ogg,Électrik,Vol,"0,4","3,6",Absorbe-Volt,Turbine Éolienne,Battant,50 % femelle; 50 % mâle,180,20,Aquatique 1,Aérien,+1 Vitesse,56 exp.,1 059 860 exp.,40,40,35,35,40,70
Ampibidou,Bellibolt,0939,/images/thumb/e/e1/Ampibidou-EV.png/250px-Ampibidou-EV.png,/images/b/b4/Cri_0939_HOME.ogg,Électrik,,"1,2","113,0",Grecharge,Statik,Moiteur,50 % femelle; 50 % mâle,50,20,Aquatique 1,,+2 PV,173 exp.,1 000 000 exp.,109,64,91,91,83,45
Têtampoule,Tadbulb,0938,/images/thumb/4/42/T%C3%AAtampoule-EV.png/250px-T%C3%AAtampoule-EV.png,/images/d/d0/Cri_0938_HOME.ogg,Électrik,,"0,3","0,4",Tempo Perso,Statik,Moiteur,50 % femelle; 50 % mâle,190,20,Aquatique 1,,+1 PV,54 exp.,1 000 000 exp.,61,31,41,41,35,45
Malvalame,Ceruledge,0937,/images/thumb/2/2f/Malvalame-EV.png/250px-Malvalame-EV.png,/images/f/f9/Cri_0937_HOME.ogg,Feu,Spectre,"1,6","62,0",Torche,,Armurouillée,50 % femelle; 50 % mâle,25,35,Humanoïde,,+2 Attaque,263 exp.,1 250 000 exp.,75,125,80,80,100,85
Carmadura,Armarouge,0936,/images/thumb/7/7f/Carmadura-EV.png/250px-Carmadura-EV.png,/images/2/25/Cri_0936_HOME.ogg,Feu,Psy,"1,5","85,0",Torche,,Armurouillée,50 % femelle; 50 % mâle,25,35,Humanoïde,,+2 Att. Spé.,263 exp.,1 250 000 exp.,85,60,100,100,80,75
Charbambin,Charcadet,0935,/images/0/0d/Charbambin-EV.png,/images/7/7c/Cri_0935_HOME.ogg,Feu,,"0,6","10,5",Torche,,Corps Ardent,50 % femelle; 50 % mâle,90,35,Humanoïde,,+1 Att. Spé.,51 exp.,1 250 000 exp.,40,50,40,40,40,35
Gigansel,Garganacl,0934,/images/thumb/7/78/Gigansel-EV.png/250px-Gigansel-EV.png,/images/6/63/Cri_0934_HOME.ogg,Roche,,"2,3","240,0",Sel Purificateur,Fermeté,Corps Sain,50 % femelle; 50 % mâle,45,20,Minéral,,+3 Défense,250 exp.,1 059 860 exp.,100,100,130,130,90,35
Amassel,Naclstack,0933,/images/thumb/2/2c/Amassel-EV.png/250px-Amassel-EV.png,/images/f/f9/Cri_0933_HOME.ogg,Roche,,"0,6","105,0",Sel Purificateur,Fermeté,Corps Sain,50 % femelle; 50 % mâle,120,20,Minéral,,+2 Défense,124 exp.,1 059 860 exp.,60,60,100,100,65,35
Selutin,Nacli,0932,/images/thumb/1/1f/Selutin-EV.png/250px-Selutin-EV.png,/images/7/72/Cri_0932_HOME.ogg,Roche,,"0,4","16,0",Sel Purificateur,Fermeté,Corps Sain,50 % femelle; 50 % mâle,255,20,Minéral,,+1 Défense,56 exp.,1 059 860 exp.,55,55,75,75,35,25
Tapatoès,Squawkabilly,0931,/images/thumb/b/b1/Tapato%C3%A8s_%28Plumage_Vert%29-EV.png/250px-Tapato%C3%A8s_%28Plumage_Vert%29-EV.png,/images/b/bb/Cri_0931_HOME.ogg,Normal,Vol,"0,6","2,4",,,,50 % femelle; 50 % mâle,190,15,Aérien,,+1 Attaque,146 exp.,600 000 exp.,82,96,51,51,51,92
Arboliva,Arboliva,0930,/images/thumb/c/cf/Arboliva-EV.png/250px-Arboliva-EV.png,/images/a/a6/Cri_0930_HOME.ogg,Plante,Normal,"1,4","48,2",Semencier,,Récolte,50 % femelle; 50 % mâle,45,20,Végétal,,+3 Att. Spé.,255 exp.,1 059 860 exp.,78,69,90,90,109,39
Olivado,Dolliv,0929,/images/thumb/2/2d/Olivado-EV.png/250px-Olivado-EV.png,/images/3/30/Cri_0929_HOME.ogg,Plante,Normal,"0,6","11,9",Matinal,,Récolte,50 % femelle; 50 % mâle,120,20,Végétal,,+2 Att. Spé.,124 exp.,1 059 860 exp.,52,53,60,60,78,33
Olivini,Smoliv,0928,/images/thumb/5/56/Olivini-EV.png/250px-Olivini-EV.png,/images/1/17/Cri_0928_HOME.ogg,Plante,Normal,"0,3","6,5",Matinal,,Récolte,50 % femelle; 50 % mâle,255,20,Végétal,,+1 Att. Spé.,52 exp.,1 059 860 exp.,41,35,45,45,51,30
Briochien,Dachsbun,0927,/images/thumb/e/eb/Briochien-EV.png/250px-Briochien-EV.png,/images/b/b0/Cri_0927_HOME.ogg,Fée,,"0,5","14,9",Bien Cuit,,Aroma-Voile,50 % femelle; 50 % mâle,90,20,Terrestre,Minéral,+2 Vitesse,167 exp.,1 059 860 exp.,57,80,115,115,80,95
Pâtachiot,Fidough,0926,/images/thumb/7/7e/P%C3%A2tachiot-EV.png/250px-P%C3%A2tachiot-EV.png,/images/c/ca/Cri_0926_HOME.ogg,Fée,,"0,3","10,9",Tempo Perso,,Maladresse,50 % femelle; 50 % mâle,190,20,Terrestre,Minéral,+1 Vitesse,62 exp.,1 059 860 exp.,37,55,70,70,55,65
Compagnol,Tandemaus,0924,/images/thumb/a/ae/Compagnol-EV.png/250px-Compagnol-EV.png,/images/9/99/Cri_0924_HOME.ogg,Normal,,"0,3","1,8",Fuite,Ramassage,Tempo Perso,Asexué,150,10,Terrestre,Féerique,+1 Vitesse,61 exp.,800 000 exp.,50,50,45,45,45,75
Pohmarmotte,Pawmot,0923,/images/thumb/2/20/Pohmarmotte-EV.png/250px-Pohmarmotte-EV.png,/images/6/6c/Cri_0923_HOME.ogg,Électrik,Combat,"0,9","41,0",Absorbe-Volt,Médic Nature,Poing de Fer,50 % femelle; 50 % mâle,45,15,Terrestre,,+3 Attaque,245 exp.,1 000 000 exp.,70,115,70,70,60,105
Pohmotte,Pawmo,0922,/images/thumb/0/02/Pohmotte-EV.png/250px-Pohmotte-EV.png,/images/2/2a/Cri_0922_HOME.ogg,Électrik,Combat,"0,4","6,5",Absorbe-Volt,Médic Nature,Poing de Fer,50 % femelle; 50 % mâle,80,15,Terrestre,,+2 Vitesse,123 exp.,1 000 000 exp.,60,75,40,40,40,85
Pohm,Pawmi,0921,/images/thumb/b/bf/Pohm-EV.png/250px-Pohm-EV.png,/images/2/26/Cri_0921_HOME.ogg,Électrik,,"0,3","2,5",Statik,Médic Nature,Poing de Fer,50 % femelle; 50 % mâle,190,15,Terrestre,,+1 Vitesse,48 exp.,1 000 000 exp.,45,50,20,20,25,60
Gambex,Lokix,0920,/images/thumb/d/de/Gambex-EV.png/250px-Gambex-EV.png,/images/f/fe/Cri_0920_HOME.ogg,Insecte,Ténèbres,"1,0","17,5",Essaim,,Lentiteintée,50 % femelle; 50 % mâle,30,20,Insectoïde,,+2 Attaque,158 exp.,1 000 000 exp.,71,102,78,78,55,92
Lilliterelle,Nymble,0919,/images/thumb/4/45/Lilliterelle-EV.png/250px-Lilliterelle-EV.png,/images/f/f9/Cri_0919_HOME.ogg,Insecte,,"0,2","1,0",Essaim,,Lentiteintée,50 % femelle; 50 % mâle,190,20,Insectoïde,,+1 Attaque,42 exp.,1 000 000 exp.,33,46,40,40,25,45
Filentrappe,Spidops,0918,/images/thumb/1/14/Filentrappe-EV.png/250px-Filentrappe-EV.png,/images/7/78/Cri_0918_HOME.ogg,Insecte,,"1,0","16,5",Insomnia,,Filature,50 % femelle; 50 % mâle,120,15,Insectoïde,,+2 Défense,141 exp.,600 000 exp.,60,79,92,92,86,35
Tissenboule,Tarountula,0917,/images/thumb/b/b7/Tissenboule-EV.png/250px-Tissenboule-EV.png,/images/4/42/Cri_0917_HOME.ogg,Insecte,,"0,3","4,0",Insomnia,,Filature,50 % femelle; 50 % mâle,255,15,Insectoïde,,+1 Défense,42 exp.,600 000 exp.,35,41,45,45,40,20
Fragroin,Oinkologne,0916,/images/thumb/a/a0/Fragroin_%28Femelle%29-EV.png/250px-Fragroin_%28Femelle%29-EV.png,/images/6/64/Cri_0916_%E2%99%82_HOME.ogg,Normal,,"1,0","120,0",,,,50 % femelle; 50 % mâle,100,15,Terrestre,,+2 PV,171 exp.,1 000 000 exp.,110,100,75,75,80,65
Gourmelet,Lechonk,0915,/images/thumb/b/b4/Gourmelet-EV.png/250px-Gourmelet-EV.png,/images/e/eb/Cri_0915_HOME.ogg,Normal,,"0,5","10,2",Aroma-Voile,Gloutonnerie,Isograisse,50 % femelle; 50 % mâle,255,15,Terrestre,,+1 PV,51 exp.,1 000 000 exp.,54,45,40,40,45,35
Palmaval,Quaquaval,0914,/images/thumb/9/9f/Palmaval-EV.png/250px-Palmaval-EV.png,/images/1/16/Cri_0914_HOME.ogg,Eau,Combat,"1,8","61,9",Torrent,,Impudence,12.5 % femelle; 87.5 % mâle,45,20,Aérien,Aquatique 1,+3 Attaque,265 exp.,1 059 860 exp.,85,120,80,80,75,85
Canarbello,Quaxwell,0913,/images/thumb/f/f0/Canarbello-EV.png/250px-Canarbello-EV.png,/images/9/90/Cri_0913_HOME.ogg,Eau,,"1,2","21,5",Torrent,,Impudence,12.5 % femelle; 87.5 % mâle,45,20,Aérien,Aquatique 1,+2 Attaque,144 exp.,1 059 860 exp.,70,85,65,65,60,65
Coiffeton,Quaxly,0912,/images/thumb/5/57/Coiffeton-EV.png/250px-Coiffeton-EV.png,/images/6/62/Cri_0912_HOME.ogg,Eau,,"0,5","6,1",Torrent,,Impudence,12.5 % femelle; 87.5 % mâle,45,20,Aérien,Aquatique 1,+1 Attaque,62 exp.,1 059 860 exp.,55,65,45,45,45,50
Flâmigator,Skeledirge,0911,/images/thumb/d/d9/Fl%C3%A2migator-EV.png/250px-Fl%C3%A2migator-EV.png,/images/1/12/Cri_0911_HOME.ogg,Feu,Spectre,"1,6","326,5",Brasier,,Inconscient,12.5 % femelle; 87.5 % mâle,45,20,Terrestre,,+3 Att. Spé.,265 exp.,1 059 860 exp.,104,75,100,100,75,66
Crocogril,Crocalor,0910,/images/thumb/e/e9/Crocogril-EV.png/250px-Crocogril-EV.png,/images/3/3a/Cri_0910_HOME.ogg,Feu,,"1,0","30,7",Brasier,,Inconscient,12.5 % femelle; 87.5 % mâle,45,20,Terrestre,,+2 Att. Spé.,144 exp.,1 059 860 exp.,81,55,78,78,58,49
Chochodile,Fuecoco,0909,/images/thumb/6/6c/Chochodile-EV.png/250px-Chochodile-EV.png,/images/5/5c/Cri_0909_HOME.ogg,Feu,,"0,4","9,8",Brasier,,Inconscient,12.5 % femelle; 87.5 % mâle,45,20,Terrestre,,+1 PV,62 exp.,1 059 860 exp.,67,45,59,59,40,36
Miascarade,Meowscarada,0908,/images/thumb/e/e9/Miascarade-EV.png/250px-Miascarade-EV.png,/images/f/f0/Cri_0908_HOME.ogg,Plante,Ténèbres,"1,5","31,2",Engrais,,Protéen,12.5 % femelle; 87.5 % mâle,45,20,Terrestre,Végétal,+3 Vitesse,265 exp.,1 059 860 exp.,76,110,70,70,70,123
Matourgeon,Floragato,0907,/images/thumb/c/c3/Matourgeon-EV.png/250px-Matourgeon-EV.png,/images/b/b7/Cri_0907_HOME.ogg,Plante,,"0,9","12,2",Engrais,,Protéen,12.5 % femelle; 87.5 % mâle,45,20,Terrestre,Végétal,+2 Vitesse,144 exp.,1 059 860 exp.,61,80,63,63,63,83
Poussacha,Sprigatito,0906,/images/thumb/5/51/Poussacha-EV.png/250px-Poussacha-EV.png,/images/f/fe/Cri_0906_HOME.ogg,Plante,,"0,4","4,1",Engrais,,Protéen,12.5 % femelle; 87.5 % mâle,45,20,Terrestre,Végétal,+1 Vitesse,62 exp.,1 059 860 exp.,40,61,54,54,45,65
Amovénus,Enamorus,0905,/images/thumb/9/9f/Amov%C3%A9nus_%28Forme_Avatar%29-LPA.png/250px-Amov%C3%A9nus_%28Forme_Avatar%29-LPA.png,/images/e/e6/Cri_0905_HOME.ogg,Fée,Vol,"1,6","48,0",,,,100 % femelle; 0 % mâle,3,120,Inconnu,,+3 Att. Spé,116 exp.,1 250 000 exp.,74,115,70,70,80,106
Qwilpik,Overqwil,0904,/images/thumb/a/a3/Qwilpik-LPA.png/250px-Qwilpik-LPA.png,/images/c/cf/Cri_0904_HOME.ogg,Ténèbres,Poison,"2,5","60,5",Point Poison,Glissade,Intimidation,50 % femelle; 50 % mâle,45,20,Aquatique 2,,+2 Att.,179 exp.,1 000 000 exp.,85,115,95,95,65,85
Farfurex,Sneasler,0903,/images/thumb/a/a1/Farfurex-LPA.png/250px-Farfurex-LPA.png,/images/d/d3/Cri_0903_HOME.ogg,Combat,Poison,"1,3","43,0",Pression,Délestage,Toxitouche,50 % femelle; 50 % mâle,20,20,Terrestre,,+1 Att. ; +1 Vit.,102 exp.,1 059 860 exp.,80,130,60,60,80,120
Paragruel,Basculegion,0902,/images/thumb/2/23/Paragruel_%28Femelle%29-LPA.png/250px-Paragruel_%28Femelle%29-LPA.png,/images/c/c3/Cri_0902_HOME.ogg,Eau,Spectre,"3,0","110,0",Glissade,Adaptabilité,Brise Moule,50 % femelle; 50 % mâle,45,20,Aquatique 2,,+2 PV,265 exp.,1 000 000 exp.,,112,65,65,75,78
Hachécateur,Kleavor,0900,/images/thumb/2/2f/Hach%C3%A9cateur-LPA.png/250px-Hach%C3%A9cateur-LPA.png,/images/c/c3/Cri_0900_HOME.ogg,Insecte,Roche,"1,8","89,0",Essaim,Sans Limite,Incisif,50 % femelle; 50 % mâle,15,20,Insectoïde,,+2 Att.,175 exp.,1 000 000 exp.,70,135,95,95,70,85
Cerbyllin,Wyrdeer,0899,/images/thumb/5/57/Cerbyllin-LPA.png/250px-Cerbyllin-LPA.png,/images/8/8e/Cri_0899_HOME.ogg,Normal,Psy,"1,8","95,1",Intimidation,Fouille,Herbivore,50 % femelle; 50 % mâle,45,20,Terrestre,,+1 Att. ; + 1 Att. Spé,263 exp.,1 250 000 exp.,103,105,72,72,75,65
